103,2025-04-09,豊田市明和町,1,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=343,,豊田市明和町六丁目10番22他<br /><br />愛知環状鉄道「三河豊田」駅 自転車約8分<br />名鉄バス「明和町」停 徒歩約7分,1,,0,4,2,,2,
102,2023-02-01,緑区大高町北平部,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=377,,名古屋市緑区大高町字北平部1番188<br /><br />名鉄名古屋本線「左京山」駅　徒歩約12分<br /><br />Aタイプ：4__kanma__080万円<br />,1,,0,1,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=377,2,
101,2022-03-01,岩倉市大山寺町,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=376,,岩倉市大山寺町東出37番<br /><br />名鉄犬山線「大山寺」駅　徒歩約3分<br />	<br />Aタイプ：3__kanma__280万円,1,,0,2,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=376,2,
100,2022-06-02,豊明市新栄町II,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=375,,豊明市新栄町六丁目153番<br /><br />名鉄名古屋本線「中京競馬場前」駅　徒歩約11分<br /><br />Bタイプ：4__kanma__280万円<br />Cタイプ：3__kanma__580万円<br />Dタイプ：3__kanma__080万円<br />,1,,0,2,2,,2,
99,2022-06-01,豊明市前後町仙人塚I,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=338,,豊明市前後町仙人塚1736番145他<br /><br />名鉄名古屋本線「前後」駅　徒歩約12～13分<br /><br />Bタイプ：3__kanma__280万円<br />Cタイプ：3__kanma__280万円,1,,0,2,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=338,2,
98,2023-07-01,守山区深沢,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=374,,名古屋市守山区深沢一丁目1502番<br /><br />JR中央本線「春日井」駅　自転車約10分<br />ゆとりーとライン「上島」停　徒歩約4分<br /><br />Aタイプ：3__kanma__230万円<br />Bタイプ：3__kanma__280万円<br />Cタイプ：3__kanma__380万円,1,,0,1,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=374,2,
97,2019-03-01,みよし三好町上,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=373,,みよし市三好町上77番17他<br /><br />名鉄豊田線「日進」駅　車約11分<br />名鉄バス「三好上」停　徒歩約3分<br /><br />Aタイプ：3__kanma__380万円<br />Bタイプ：3__kanma__280万円<br />,1,,0,4,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=373,2,
96,2023-03-01,緑区青山,1,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=358,,名古屋市緑区青山三丁目75番<br /><br />名鉄名古屋本線「左京山」駅 徒歩約13分<br />名鉄名古屋本線「鳴海」駅 自転車約6分<br />市バス「緑区役所」停 徒歩約3分<br />,0,,0,1,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=358,2,
95,2022-06-02,豊明市栄町南舘III,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=356,,豊明市栄町南舘3番1104他<br /><br />名鉄名古屋本線「中京競馬場前」駅　徒歩約14～15分<br />市営バス「桶狭間古戦場公園」停　徒歩約6分<br /><br />Aタイプ：3__kanma__380万円<br />Bタイプ：3__kanma__280万円,1,,0,2,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=356,2,
94,2022-06-02,豊明市前後町仙人塚II,3,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=354,,豊明市前後町仙人塚1751番4他<br /><br />名鉄名古屋本線「前後」駅　徒歩約8～9分<br /><br />Aタイプ：3__kanma__680万円,1,,0,2,2,https://www.toshinjyuken.co.jp/kodate/search-detail.php?id=354,2,
